"area_cont","area_ctry","area_name","area_code","C2020","C2030","C2035","C2040","C2050","C2055","C2060","C2070","C2080","C2085","C2090","C2100"
"America","Antigua and B.","Antigua and B.","ATG",6089,3247,6933,11501,22038,27714,33579,46803,54698,54698,54698,54698
"America","Bahamas","Bahamas","BHS",413811,425802,644691,879780,1355557,1595348,1827710,2197922,2197922,2197922,2197922,2197922
"America","Barbados","Barbados","BRB",7075,6114,10487,15089,26287,32279,38891,48124,48124,48124,48124,48124
"America","Belize","Belize","BLZ",5171143,5121103,7748949,10443475,15886918,18765105,21771794,28252918,35390212,39180329,43138686,51611883
"America","Bolivia","Bolivia","BOL",181645684,187320206,281350151,376947382,570738124,669730647,770650748,978481647,1193781901,1303465772,1413958635,1636911410
"America","Brazil","Brazil – Acre","AC",50337212,47697673,73039637,99335838,159741634,193271346,231144027,310207110,392807863,436024368,484200419,587555385
"America","Brazil","Brazil – Alagoas","AL",197594,211708,317241,424681,1747288,2274138,2274138,2274138,2274138,2274138,2274138,2274138
"America","Brazil","Brazil – Amapa","AP",8976991,7101652,11425455,16108499,29099814,37389257,48575175,75322175,109490535,130482257,159325160,236407051
"America","Brazil","Brazil – Amazonas","AM",152772478,171604807,250956584,329653272,490387157,572295882,657517104,832067469,1011920450,1103946642,1200666678,1403355365
"America","Brazil","Brazil – Bahia","BA",11480247,10134732,16114503,22616784,39138097,48875435,61015999,88097497,120845618,133895329,133895329,133895329
"America","Brazil","Brazil – Ceara","CE",471425,541421,823157,1099660,2008496,2008496,2008496,2008496,2008496,2008496,2008496,2008496
"America","Brazil","Brazil – Espirito Santo","ES",1478808,1789104,2636786,3484527,7091623,10112846,15612546,20788900,20788900,20788900,20788900,20788900
"America","Brazil","Brazil – Goias","GO",2710372,2709159,3814769,4866068,5422132,5422132,5422132,5422132,5422132,5422132,5422132,5422132
"America","Brazil","Brazil – Maranhao","MA",55106092,60301931,88542916,118680485,196917191,258249377,258249377,258249377,258249377,258249377,258249377,258249377
"America","Brazil","Brazil – Mato Grosso","MT",234932370,225299183,339534010,454899108,698037578,825161919,958326168,1241554821,1549490605,1713556225,1887156118,2257216604
"America","Brazil","Brazil – Mato Grosso do Sul","MS",2561788,2581535,4015128,5393626,9348560,11712405,14945453,19431835,19431835,19431835,19431835,19431835
"America","Brazil","Brazil – Minas Gerais","MG",14453789,15341548,23621113,34018558,42484172,42484172,42484172,42484172,42484172,42484172,42484172,42484172
"America","Brazil","Brazil – Para","PA",440505985,513551732,757783592,1001330930,1507444705,1774347849,2050416180,2611441456,3193698436,3494689064,3805928392,4451637052
"America","Brazil","Brazil – Paraiba","PB",65483,74994,103428,132199,894267,894267,894267,894267,894267,894267,894267,894267
"America","Brazil","Brazil – Parana","PR",15177424,15513775,22472650,29381929,45563490,54793943,66052666,91761778,126108272,148296195,162364943,162364943
"America","Brazil","Brazil – Pernambouco","PE",245788,272144,395585,525123,1873888,3002915,3002915,3002915,3002915,3002915,3002915,3002915
"America","Brazil","Brazil – Piaui","PI",1127033,1284909,1844874,2242510,2249434,2249434,2249434,2249434,2249434,2249434,2249434,2249434
"America","Brazil","Brazil – Rio de Janeiro","RJ",2327107,1966092,3290373,4756478,10833919,15533971,23061648,42118524,52563663,52563663,52563663,52563663
"America","Brazil","Brazil – Rio Grande do Norte","RN",41068,43639,63097,82281,386485,386485,386485,386485,386485,386485,386485,386485
"America","Brazil","Brazil – Rio Grande do Sul","RS",5715820,6287276,9862675,13832003,24827444,31894772,41038800,62591149,90112821,103004192,103004192,103004192
"America","Brazil","Brazil – Rondonia","RO",123697424,129735318,186066464,242613976,368249747,438818330,516676147,683182880,860056015,952429821,1051361925,1262379087
"America","Brazil","Brazil – Roraima","RR",63099291,57703871,85060078,111937380,169864183,200440284,234176763,304543109,380939634,420833471,465432375,565917365
"America","Brazil","Brazil – Santa Catarina","SC",11017970,12109838,17990483,23863101,38171095,46517886,56969700,80200122,107181677,123002892,143492507,164629810
"America","Brazil","Brazil – Sao Paulo","SP",6918237,4454525,7616632,11323794,22892850,30638204,41073085,65272979,93962698,110667677,132032526,183410999
"America","Brazil","Brazil – Sergipe","SE",170725,173316,265820,358152,1464754,1464754,1464754,1464754,1464754,1464754,1464754,1464754
"America","Brazil","Brazil – Tocantins","TO",17731983,14967063,22146269,31211121,33408329,33408329,33408329,33408329,33408329,33408329,33408329,33408329
"America","Colombia","Colombia","COL",198344528,216068690,324966604,439888097,676743827,794337151,911949981,1158512755,1427150962,1568657635,1714392443,2016034936
"America","Costa Rica","Costa Rica","CRI",5661386,5267891,8598859,12276529,20395055,24714857,29210026,38802298,49366698,55056531,61033372,73914826
"America","Cuba","Cuba","CUB",3177988,3611551,5779778,8010405,12547713,14903297,17353172,22369712,27551329,30312327,33230387,38487132
"America","Dominica","Dominica","DMA",79977,64873,99236,136211,217301,261036,306169,400605,498287,547978,598457,698077
"America","Dominican Rep.","Dominican Rep.","DOM",4050199,4024791,6307708,8716990,13867091,16652481,19603005,26452264,31511617,31511617,31511617,31511617
"America","Ecuador","Ecuador","ECU",39978373,32520171,53220362,75063548,120865001,144997787,169873289,221765247,275901321,303713942,332191121,391081136
"America","El Salvador","El Salvador","SLV",466989,556864,848552,1138591,1695668,1962665,2212456,2650809,3080859,3080859,3080859,3080859
"America","French Guiana","French Guiana","GUF",3108826,4355685,5914704,7539969,10822159,12463783,14135873,17511468,21053191,22909545,24814182,28768888
"America","Grenada","Grenada","GRD",60254,55293,87194,120962,196375,237663,280104,368633,461834,512780,512780,512780
"America","Guadeloupe","Guadeloupe","GLP",79712,82341,119642,164051,241253,275263,308093,376852,450191,487869,526198,608697
"America","Guatemala","Guatemala","GTM",17002384,19108576,30211974,41948441,67505720,81407275,96273049,117903897,117903897,117903897,117903897,117903897
"America","Guyana","Guyana","GUY",14196067,26593481,36101137,44842868,62981358,72331750,81770343,100945862,120690863,130625591,140639927,160791618
"America","Haiti","Haiti","HTI",934896,1086765,1611236,2183988,2725654,2725654,2725654,2725654,2725654,2725654,2725654,2725654
"America","Honduras","Honduras","HND",18690070,21161588,32225188,43095636,63858303,74037244,84567886,110253240,128616359,128616359,128616359,128616359
"America","Jamaica","Jamaica","JAM",987086,998133,1535649,2103404,3290878,3904142,4525622,5797323,7140148,7844964,8578449,10143471
"America","Martinique","Martinique","MTQ",88931,75093,117404,161020,254033,300500,348519,447975,549311,601251,654866,765067
"America","Mexico","Mexico","MEX",44771060,51250358,77679457,104978773,161575893,190688036,220610165,265565988,265565988,265565988,265565988,265565988
"America","Montserrat","Montserrat","MSR",1702,1860,2854,3748,5654,6607,7642,9488,11429,12358,13276,15229
"America","Nicaragua","Nicaragua","NIC",36257345,43064605,65035314,86923377,133371598,171930294,171930294,171930294,171930294,171930294,171930294,171930294
"America","Panama","Panama","PAN",7495843,8243089,12512245,16884965,26246948,31358994,36733964,47930210,59652269,65766288,72071332,85370301
"America","Paraguay","Paraguay","PRY",20020708,20824261,30026671,39200350,50813072,50813072,50813072,50813072,50813072,50813072,50813072,50813072
"America","Peru","Peru","PER",139938507,146165373,224309264,303377852,462959830,542907808,622674269,781174746,938716727,1017393203,1096101905,1253546711
"America","Puerto Rico","Puerto Rico","PRI",1398001,1167932,1908140,2714212,4505981,5492270,6539513,8835326,11414701,12853374,13358104,13358104
"America","Saint Kitts and N.","Saint Kitts and N.","KNA",7395,4936,9047,13395,22544,27294,32203,42103,52339,57615,63174,74332
"America","Saint Lucia","Saint Lucia","LCA",56700,56185,83558,111967,170270,199562,229469,291954,357374,391235,426388,499866
"America","Saint Martin","Saint Martin","MAF",3965,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105,4105
"America","Saint Vincent","Saint Vincent","VCT",12610,9256,16538,23742,38500,45876,53635,69912,87655,97203,106897,127017
"America","Sint Maarten","Sint Maarten","SXM",787,746,746,746,746,746,746,746,746,746,746,746
"America","Suriname","Suriname","SUR",13561084,17657424,26406643,34428758,49832225,57612297,65469115,80859993,96024953,103605338,111145722,126392992
"America","Trinidad and Tobago","Trinidad and Tobago","TTO",667095,693981,1084803,1488179,2360413,2817649,3292339,4285261,5345747,5907432,6493645,7751913
"America","Venezuela","Venezuela","VEN",97556097,93530035,147376563,204950183,328050264,393653974,461545612,603318460,752535069,829873196,908784556,1069926413
"America","Virgin Isl. UK","Virgin Isl. UK","VGB",18011,23705,41794,52198,52198,52198,52198,52198,52198,52198,52198,52198
"America","Virgin Isl. US","Virgin Isl. US","VIR",45953,69234,91838,114976,164022,189268,196963,196963,196963,196963,196963,196963
"Africa","Angola","Angola","AGO",42338688,50865700,75161269,99434458,150323139,176409425,202742945,258170494,361819809,361819809,361819809,361819809
"Africa","Benin","Benin","BEN",64974,73216,112866,156979,169809,169809,169809,169809,169809,169809,169809,169809
"Africa","Burundi","Burundi","BDI",242455,422975,826271,1307982,2539515,3298801,3742559,4759087,4759087,4759087,4759087,4759087
"Africa","Cameroon","Cameroon","CMR",56009425,47309561,75486448,106440104,175177127,211895242,249799152,328339328,410576432,453225721,497143258,588950754
"Africa","CAR","CAR","CAF",24479246,33080288,46489646,60165034,88788984,103521472,118594564,150425069,185332473,204361412,224687927,269053565
"Africa","Comoros","Comoros","COM",132133,345003,595646,869359,1489045,1836299,2210542,3044788,3992292,3992292,5464994,5464994
"Africa","Congo","Congo","COG",27893094,44217214,61247403,81399389,128203431,156102876,184280865,242726551,303534288,335768733,369342052,440883316
"Africa","DRC","DRC","COD",589845874,668534295,1062246715,1485693819,2402523514,2892864064,3400886882,4489176248,5694735489,6341797981,7006815023,8365399236
"Africa","Eq. Guinea","Eq. Guinea","GNQ",3425015,3932055,5902303,7907623,11961008,14029665,16138763,20420482,24809991,27031382,29264647,33766495
"Africa","Ethiopia","Ethiopia","ETH",37808083,54938937,87682824,124334702,196490298,196490298,196490298,196490298,196490298,196490298,196490298,196490298
"Africa","Gabon","Gabon","GAB",12363612,15060783,20493022,25942474,37223690,43182996,49413687,62717022,76621828,83673411,90787229,105238536
"Africa","Gambia","Gambia","GMB",13673,10705,15740,20991,31919,38007,44270,56862,69866,76569,83495,97700
"Africa","Ghana","Ghana","GHA",28878332,35672330,53729429,76457441,185093161,185093161,185093161,185093161,185093161,185093161,185093161,185093161
"Africa","Guinea","Guinea","GIN",14144336,20165373,33944341,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441,53057441
"Africa","Guinea Bissau","Guinea Bissau","GNB",734260,815715,1115773,1394444,1921020,2182461,2447992,2996961,3598783,3598783,3598783,3598783
"Africa","Ivory Coast","Ivory Coast","CIV",98702503,100146681,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107,230698107
"Africa","Kenya","Kenya","KEN",6962682,11761551,18364227,25310322,39410076,47258439,56052740,56052740,56052740,56052740,56052740,56052740
"Africa","Liberia","Liberia","LBR",59881709,52576457,83196224,120410932,212149123,266905015,327273519,461249275,608462194,685769345,765357746,929370223
"Africa","Madagascar","Madagascar","MDG",91720980,111335263,176599856,245191267,393252984,476566429,495033876,495033876,495033876,495033876,495033876,495033876
"Africa","Malawi","Malawi","MWI",2015108,2290725,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288,2397288
"Africa","Mauritius","Mauritius","MUS",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Mayotte","Mayotte","MYT",233790,251567,391505,526927,671786,671786,671786,671786,671786,671786,671786,671786
"Africa","Nigeria","Nigeria","NGA",25567796,28055438,44624924,62845023,101884130,125002108,151776455,211089525,284663212,313164392,313164392,313164392
"Africa","Reunion","Reunion","REU",0,0,0,0,0,0,0,0,0,0,0,0
"Africa","Rwanda","Rwanda","RWA",627530,1567168,3928061,6721357,13964111,13964111,13964111,13964111,13964111,13964111,13964111,13964111
"Africa","Senegal","Senegal","SEN",48844,45081,64872,84381,121392,140451,160274,200084,238839,258024,277817,318507
"Africa","Sierra Leone","Sierra Leone","SLE",36637583,54484426,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600,82270600
"Africa","South Sudan","South Sudan","SSD",1120614,678993,1381025,2219406,2376530,2376530,2376530,2376530,2376530,2376530,2376530,2376530
"Africa","Tanzania","Tanzania","TZA",4444929,5775066,9228436,12742474,20590366,24902274,29463744,39336002,50480090,56593732,63127910,78233453
"Africa","Togo","Togo","TGO",554809,649702,1061279,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084,1303084
"Africa","Uganda","Uganda","UGA",11108576,27559061,52684065,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626,65025626
"Africa","Zambia","Zambia","ZMB",1826780,2013230,3028765,3818320,3942406,3942406,3942406,3942406,3942406,3942406,3942406,3942406
"Asia","Australia","Australia – Queensland","QLD",15784833,20887799,30781131,40412272,59426930,68877869,78377697,97704286,118125893,128833878,139892797,163237107
"Asia","Bangladesh","Bangladesh","BGD",2287539,3219617,4391383,5489342,7677480,8817383,10006022,12577884,15251776,16620808,18002171,20773415
"Asia","Bhutan","Bhutan","BTN",11699780,13177864,20006578,27052373,41314375,48493325,55679790,70036422,84572086,91902224,99223730,113939368
"Asia","Brunei","Brunei","BRN",587784,519042,867665,1239146,2022851,2414567,2798338,3561678,4341761,4742692,5151002,5985550
"Asia","Cambodia","Cambodia","KHM",103029619,104972301,165305966,231626029,307565558,307565558,307565558,307565558,307565558,307565558,307565558,307565558
"Asia","Fiji","Fiji","FJI",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","India","India – Andaman and N.","AN",1133094,852266,1423776,2058484,3364843,4000660,4614446,5846341,7104388,7753536,8408593,9745048
"Asia","India","India – North-East","NE",52510231,63438259,98523001,135174291,212325632,252541114,293827372,379648943,470011329,516776415,563993364,654320122
"Asia","India","India – West. Ghats","WG",23665200,23871630,41511121,61663933,105651685,129592178,155801063,158881010,158881010,158881010,158881010,158881010
"Asia","Indonesia","Indonesia","IDN",914811061,869153931,1384531692,1970428771,3350195198,4128334323,4953032393,6719072276,8589978914,9546938243,10516542668,12486264516
"Asia","Laos","Laos","LAO",146775918,149681519,231969052,316723416,495157406,589724128,689058920,916788327,929158123,929158123,929158123,929158123
"Asia","Malaysia","Malaysia","MYS",237534594,227399634,371102347,534348340,910307032,1116016653,1331424969,1786738838,2260364167,2496683810,2732425765,2955147328
"Asia","Myanmar","Myanmar","MMR",207346487,220977695,349721114,483836502,765004313,912271019,1064698828,1387477843,1739055726,1813034250,1813034250,1813034250
"Asia","New Caledonia","New Caledonia","NCL",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Papua New Guinea","Papua New Guinea","PNG",63247157,70690874,102760782,134449180,197215624,229035080,261274425,328060712,397131555,432512952,468228022,540884116
"Asia","Philippines","Philippines","PHL",71380665,65165468,103358075,142475616,221641342,261723762,302236018,385409525,473820251,520717530,569880259,676223286
"Asia","Singapore","Singapore","SGP",22030,17780,32720,50114,92367,117845,145635,205283,269577,304225,343294,422538
"Asia","Solomon Isl.","Solomon Isl.","SLB",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Sri Lanka","Sri Lanka","LKA",7205508,6826975,11127133,15929171,26703491,32566939,38653996,51409873,65052408,72456591,80629330,90092602
"Asia","Thailand","Thailand","THA",45143721,43951909,68952852,95173542,150574440,179472109,209118891,270473947,334395418,367343274,401087514,471924965
"Asia","Timor-Leste","Timor-Leste","TLS",952947,1249243,1912678,2580228,3924849,4605623,5077205,5077205,5077205,5077205,5077205,5077205
"Asia","Vanuatu","Vanuatu","VUT",0,0,0,0,0,0,0,0,0,0,0,0
"Asia","Vietnam","Vietnam","VNM",86024266,92044680,142562838,195466058,307935439,367854332,430899818,571546198,668066863,668066863,668066863,668066863
