area_cont,area_ctry,area_name,area_code,proj,for2000,for2005,for2010,for2015,for2020,d_se,d_mean,d_min,d_max,andef,pdef,for2030,for2035,for2040,for2050,for2055,for2060,for2070,for2080,for2085,for2090,for2100,yrdis,id_cont,id_d
Africa,Guinea Bissau,Guinea Bissau,GNB,high,410011,357620,335068,312085,290321,277,4789,4247,5332,5332,1.7,237001,210341,183681,130361,103701,77041,23721,0,0,0,0,2074,2,3
Africa,Ivory Coast,Ivory Coast,CIV,low,7710141,7163039,6367822,5110407,3871989,34008,258740,192085,325396,192085,3.5,1951139,990714,30289,0,0,0,0,0,0,0,0,2040,2,1
Africa,Ivory Coast,Ivory Coast,CIV,mean,7710141,7163039,6367822,5110407,3871989,34008,258740,192085,325396,258740,5.1,1284589,0,0,0,0,0,0,0,0,0,0,2034,2,2
Africa,Ivory Coast,Ivory Coast,CIV,high,7710141,7163039,6367822,5110407,3871989,34008,258740,192085,325396,325396,6.9,618029,0,0,0,0,0,0,0,0,0,0,2031,2,3
Africa,Kenya,Kenya,KEN,low,1206091,1030146,901761,837152,749180,4497,18935,10121,27749,10121,1.2,647970,597365,546760,445550,394945,344340,243130,141920,91315,40710,0,2094,2,1
Africa,Kenya,Kenya,KEN,mean,1206091,1030146,901761,837152,749180,4497,18935,10121,27749,18935,2.3,559830,465155,370480,181130,86455,0,0,0,0,0,0,2059,2,2
Africa,Kenya,Kenya,KEN,high,1206091,1030146,901761,837152,749180,4497,18935,10121,27749,27749,3.6,471690,332945,194200,0,0,0,0,0,0,0,0,2046,2,3
Africa,Liberia,Liberia,LBR,low,8909145,8868862,8706835,8359197,7804544,13866,92196,65019,119374,65019,0.8,7154354,6829259,6504164,5853974,5528879,5203784,4553594,3903404,3578309,3253214,2603024,2140,2,1
Africa,Liberia,Liberia,LBR,mean,8909145,8868862,8706835,8359197,7804544,13866,92196,65019,119374,92196,1.1,6882584,6421604,5960624,5038664,4577684,4116704,3194744,2272784,1811804,1350824,428864,2104,2,2
Africa,Liberia,Liberia,LBR,high,8909145,8868862,8706835,8359197,7804544,13866,92196,65019,119374,119374,1.5,6610804,6013934,5417064,4223324,3626454,3029584,1835844,642104,45234,0,0,2085,2,3
Africa,Madagascar,Madagascar,MDG,low,7211553,6334507,5668869,4960761,4543201,12667,125713,100885,150541,100885,1.9,3534351,3029926,2525501,1516651,1012226,507801,0,0,0,0,0,2065,2,1
Africa,Madagascar,Madagascar,MDG,mean,7211553,6334507,5668869,4960761,4543201,12667,125713,100885,150541,125713,2.5,3286071,2657506,2028941,771811,143246,0,0,0,0,0,0,2056,2,2
Africa,Madagascar,Madagascar,MDG,high,7211553,6334507,5668869,4960761,4543201,12667,125713,100885,150541,150541,3,3037791,2285086,1532381,26971,0,0,0,0,0,0,0,2050,2,3
Africa,Malawi,Malawi,MWI,low,115028,92771,70952,47992,38379,582,3588,2447,4729,2447,4.1,13909,1674,0,0,0,0,0,0,0,0,0,2035,2,1
Africa,Malawi,Malawi,MWI,mean,115028,92771,70952,47992,38379,582,3588,2447,4729,3588,6.8,2499,0,0,0,0,0,0,0,0,0,0,2030,2,2
Africa,Malawi,Malawi,MWI,high,115028,92771,70952,47992,38379,582,3588,2447,4729,4729,10.4,0,0,0,0,0,0,0,0,0,0,0,2028,2,3
Africa,Mauritius,Mauritius,MUS,low,49679,49256,47404,44690,43480,170,435,101,768,101,0.2,42470,41965,41460,40450,39945,39440,38430,37420,36915,36410,35400,2450,2,1
Africa,Mauritius,Mauritius,MUS,mean,49679,49256,47404,44690,43480,170,435,101,768,435,1,39130,36955,34780,30430,28255,26080,21730,17380,15205,13030,8680,2119,2,2
Africa,Mauritius,Mauritius,MUS,high,49679,49256,47404,44690,43480,170,435,101,768,768,1.8,35800,31960,28120,20440,16600,12760,5080,0,0,0,0,2076,2,3
Africa,Mayotte,Mayotte,MYT,low,17934,17898,17253,13477,12236,185,493,131,855,131,0.8,10926,10271,9616,8306,7651,6996,5686,4376,3721,3066,1756,2113,2,1
Africa,Mayotte,Mayotte,MYT,mean,17934,17898,17253,13477,12236,185,493,131,855,493,3.3,7306,4841,2376,0,0,0,0,0,0,0,0,2044,2,2
Africa,Mayotte,Mayotte,MYT,high,17934,17898,17253,13477,12236,185,493,131,855,855,6.6,3686,0,0,0,0,0,0,0,0,0,0,2034,2,3
Africa,Nigeria,Nigeria,NGA,low,7777166,7571499,7242546,6852150,6257778,16391,100785,68659,132910,68659,1,5571188,5227893,4884598,4198008,3854713,3511418,2824828,2138238,1794943,1451648,765058,2111,2,1
Africa,Nigeria,Nigeria,NGA,mean,7777166,7571499,7242546,6852150,6257778,16391,100785,68659,132910,100785,1.5,5249928,4746003,4242078,3234228,2730303,2226378,1218528,210678,0,0,0,2082,2,2
Africa,Nigeria,Nigeria,NGA,high,7777166,7571499,7242546,6852150,6257778,16391,100785,68659,132910,132910,2,4928678,4264128,3599578,2270478,1605928,941378,0,0,0,0,0,2067,2,3
Africa,Reunion,Reunion,REU,low,141857,141813,141743,138428,134053,180,706,352,1059,352,0.3,130533,128773,127013,123493,121733,119973,116453,112933,111173,109413,105893,2400,2,1
Africa,Reunion,Reunion,REU,mean,141857,141813,141743,138428,134053,180,706,352,1059,706,0.5,126993,123463,119933,112873,109343,105813,98753,91693,88163,84633,77573,2209,2,2
Africa,Reunion,Reunion,REU,high,141857,141813,141743,138428,134053,180,706,352,1059,1059,0.8,123463,118168,112873,102283,96988,91693,81103,70513,65218,59923,49333,2146,2,3
Africa,Rwanda,Rwanda,RWA,low,288448,231137,199111,169040,159771,1311,5065,2495,7635,2495,1.3,134821,122346,109871,84921,72446,59971,35021,10071,0,0,0,2084,2,1
Africa,Rwanda,Rwanda,RWA,mean,288448,231137,199111,169040,159771,1311,5065,2495,7635,5065,2.9,109121,83796,58471,7821,0,0,0,0,0,0,0,2051,2,2
Africa,Rwanda,Rwanda,RWA,high,288448,231137,199111,169040,159771,1311,5065,2495,7635,7635,4.7,83421,45246,7071,0,0,0,0,0,0,0,0,2040,2,3
Africa,Senegal,Senegal,SEN,low,139624,135014,131508,127980,123646,224,703,263,1142,263,0.2,121016,119701,118386,115756,114441,113126,110496,107866,106551,105236,102606,2490,2,1
Africa,Senegal,Senegal,SEN,mean,139624,135014,131508,127980,123646,224,703,263,1142,703,0.5,116616,113101,109586,102556,99041,95526,88496,81466,77951,74436,67406,2195,2,2
Africa,Senegal,Senegal,SEN,high,139624,135014,131508,127980,123646,224,703,263,1142,1142,0.9,112226,106516,100806,89386,83676,77966,66546,55126,49416,43706,32286,2128,2,3
Africa,Sierra Leone,Sierra Leone,SLE,low,3462182,3033370,2364721,1787914,1379963,14410,112450,84207,140694,84207,4.3,537893,116858,0,0,0,0,0,0,0,0,0,2036,2,1
Africa,Sierra Leone,Sierra Leone,SLE,mean,3462182,3033370,2364721,1787914,1379963,14410,112450,84207,140694,112450,6.2,255463,0,0,0,0,0,0,0,0,0,0,2032,2,2
Africa,Sierra Leone,Sierra Leone,SLE,high,3462182,3033370,2364721,1787914,1379963,14410,112450,84207,140694,140694,8.6,0,0,0,0,0,0,0,0,0,0,0,2029,2,3
Africa,South Sudan,South Sudan,SSD,low,268640,231854,206744,182335,163766,553,4551,3467,5634,3467,1.8,129096,111761,94426,59756,42421,25086,0,0,0,0,0,2067,2,1
Africa,South Sudan,South Sudan,SSD,mean,268640,231854,206744,182335,163766,553,4551,3467,5634,4551,2.5,118256,95501,72746,27236,4481,0,0,0,0,0,0,2055,2,2
Africa,South Sudan,South Sudan,SSD,high,268640,231854,206744,182335,163766,553,4551,3467,5634,5634,3.1,107426,79256,51086,0,0,0,0,0,0,0,0,2049,2,3
Africa,Tanzania,Tanzania,TZA,low,1444419,1293163,1208300,1130421,1089819,2070,13598,9540,17655,9540,0.8,994419,946719,899019,803619,755919,708219,612819,517419,469719,422019,326619,2134,2,1
Africa,Tanzania,Tanzania,TZA,mean,1444419,1293163,1208300,1130421,1089819,2070,13598,9540,17655,13598,1.2,953839,885849,817859,681879,613889,545899,409919,273939,205949,137959,1979,2100,2,2
Africa,Tanzania,Tanzania,TZA,high,1444419,1293163,1208300,1130421,1089819,2070,13598,9540,17655,17655,1.6,913269,824994,736719,560169,471894,383619,207069,30519,0,0,0,2081,2,3
Africa,Togo,Togo,TGO,low,159931,125957,104138,87032,65083,855,3887,2211,5564,2211,2.4,42973,31918,20863,0,0,0,0,0,0,0,0,2049,2,1
Africa,Togo,Togo,TGO,mean,159931,125957,104138,87032,65083,855,3887,2211,5564,3887,4.6,26213,6778,0,0,0,0,0,0,0,0,0,2036,2,2
Africa,Togo,Togo,TGO,high,159931,125957,104138,87032,65083,855,3887,2211,5564,5564,7.4,9443,0,0,0,0,0,0,0,0,0,0,2031,2,3
Africa,Uganda,Uganda,UGA,low,1888004,1489147,1105528,849742,744998,6444,43532,30901,56163,30901,3.2,435988,281483,126978,0,0,0,0,0,0,0,0,2044,2,1
Africa,Uganda,Uganda,UGA,mean,1888004,1489147,1105528,849742,744998,6444,43532,30901,56163,43532,4.9,309678,92018,0,0,0,0,0,0,0,0,0,2037,2,2
Africa,Uganda,Uganda,UGA,high,1888004,1489147,1105528,849742,744998,6444,43532,30901,56163,56163,6.8,183368,0,0,0,0,0,0,0,0,0,0,2033,2,3
Africa,Zambia,Zambia,ZMB,low,182617,142735,115938,95857,79807,660,3782,2488,5075,2488,2.4,54927,42487,30047,5167,0,0,0,0,0,0,0,2052,2,1
Africa,Zambia,Zambia,ZMB,mean,182617,142735,115938,95857,79807,660,3782,2488,5075,3782,3.9,41987,23077,4167,0,0,0,0,0,0,0,0,2041,2,2
Africa,Zambia,Zambia,ZMB,high,182617,142735,115938,95857,79807,660,3782,2488,5075,5075,5.6,29057,3682,0,0,0,0,0,0,0,0,0,2035,2,3
Asia,Australia,Australia – Queensland,QLD,low,2078357,1968732,1896545,1831643,1776671,3109,14193,8100,20286,8100,0.4,1695671,1655171,1614671,1533671,1493171,1452671,1371671,1290671,1250171,1209671,1128671,2239,3,1
Asia,Australia,Australia – Queensland,QLD,mean,2078357,1968732,1896545,1831643,1776671,3109,14193,8100,20286,14193,0.8,1634741,1563776,1492811,1350881,1279916,1208951,1067021,925091,854126,783161,641231,2145,3,2
Asia,Australia,Australia – Queensland,QLD,high,2078357,1968732,1896545,1831643,1776671,3109,14193,8100,20286,20286,1.1,1573811,1472381,1370951,1168091,1066661,965231,762371,559511,458081,356651,153791,2107,3,3
Asia,Bangladesh,Bangladesh,BGD,low,982346,901540,831470,797984,781964,931,5949,4124,7773,4124,0.5,740724,720104,699484,658244,637624,617004,575764,534524,513904,493284,452044,2209,3,1
Asia,Bangladesh,Bangladesh,BGD,mean,982346,901540,831470,797984,781964,931,5949,4124,7773,5949,0.7,722474,692729,662984,603494,573749,544004,484514,425024,395279,365534,306044,2151,3,2
Asia,Bangladesh,Bangladesh,BGD,high,982346,901540,831470,797984,781964,931,5949,4124,7773,7773,1,704234,665369,626504,548774,509909,471044,393314,315584,276719,237854,160124,2120,3,3
Asia,Bhutan,Bhutan,BTN,low,2019326,1952777,1886291,1824727,1795038,1253,10769,8313,13226,8313,0.4,1711908,1670343,1628778,1545648,1504083,1462518,1379388,1296258,1254693,1213128,1129998,2235,3,1
Asia,Bhutan,Bhutan,BTN,mean,2019326,1952777,1886291,1824727,1795038,1253,10769,8313,13226,10769,0.6,1687348,1633503,1579658,1471968,1418123,1364278,1256588,1148898,1095053,1041208,933518,2186,3,2
Asia,Bhutan,Bhutan,BTN,high,2019326,1952777,1886291,1824727,1795038,1253,10769,8313,13226,13226,0.7,1662778,1596648,1530518,1398258,1332128,1265998,1133738,1001478,935348,869218,736958,2155,3,3
Asia,Brunei,Brunei,BRN,low,515193,507557,502251,497818,494430,111,901,684,1119,684,0.1,487590,484170,480750,473910,470490,467070,460230,453390,449970,446550,439710,2742,3,1
Asia,Brunei,Brunei,BRN,mean,515193,507557,502251,497818,494430,111,901,684,1119,901,0.2,485420,480915,476410,467400,462895,458390,449380,440370,435865,431360,422350,2568,3,2
Asia,Brunei,Brunei,BRN,high,515193,507557,502251,497818,494430,111,901,684,1119,1119,0.2,483240,477645,472050,460860,455265,449670,438480,427290,421695,416100,404910,2461,3,3
Asia,Cambodia,Cambodia,KHM,low,4829395,4371680,3882966,3218407,2792304,16576,110142,77653,142631,77653,2.2,2015774,1627509,1239244,462714,74449,0,0,0,0,0,0,2055,3,1
Asia,Cambodia,Cambodia,KHM,mean,4829395,4371680,3882966,3218407,2792304,16576,110142,77653,142631,110142,3.3,1690884,1140174,589464,0,0,0,0,0,0,0,0,2045,3,2
Asia,Cambodia,Cambodia,KHM,high,4829395,4371680,3882966,3218407,2792304,16576,110142,77653,142631,142631,4.5,1365994,652839,0,0,0,0,0,0,0,0,0,2039,3,3
Asia,Fiji,Fiji,FJI,low,1006437,988762,964772,936652,924361,717,4465,3060,5869,3060,0.3,893761,878461,863161,832561,817261,801961,771361,740761,725461,710161,679561,2322,3,1
Asia,Fiji,Fiji,FJI,mean,1006437,988762,964772,936652,924361,717,4465,3060,5869,4465,0.5,879711,857386,835061,790411,768086,745761,701111,656461,634136,611811,567161,2227,3,2
Asia,Fiji,Fiji,FJI,high,1006437,988762,964772,936652,924361,717,4465,3060,5869,5869,0.6,865671,836326,806981,748291,718946,689601,630911,572221,542876,513531,454841,2177,3,3
Asia,India,India – Andaman and N.,AN,low,612986,607541,592206,581136,573667,655,1960,675,3245,675,0.1,566917,563542,560167,553417,550042,546667,539917,533167,529792,526417,519667,2869,3,1
Asia,India,India – Andaman and N.,AN,mean,612986,607541,592206,581136,573667,655,1960,675,3245,1960,0.3,554067,544267,534467,514867,505067,495267,475667,456067,446267,436467,416867,2312,3,2
Asia,India,India – Andaman and N.,AN,high,612986,607541,592206,581136,573667,655,1960,675,3245,3245,0.6,541217,524992,508767,476317,460092,443867,411417,378967,362742,346517,314067,2196,3,3
Asia,India,India – North-East,NE,low,7278123,6641155,6052815,5706312,5537158,9791,65405,46215,84595,46215,0.8,5075008,4843933,4612858,4150708,3919633,3688558,3226408,2764258,2533183,2302108,1839958,2139,3,1
Asia,India,India – North-East,NE,mean,7278123,6641155,6052815,5706312,5537158,9791,65405,46215,84595,65405,1.1,4883108,4556083,4229058,3575008,3247983,2920958,2266908,1612858,1285833,958808,304758,2104,3,2
Asia,India,India – North-East,NE,high,7278123,6641155,6052815,5706312,5537158,9791,65405,46215,84595,84595,1.5,4691208,4268233,3845258,2999308,2576333,2153358,1307408,461458,38483,0,0,2085,3,3
Asia,India,India – West. Ghats,WG,low,3159068,2930478,2722878,2460868,2200503,8617,54280,37390,71170,37390,1.5,1826603,1639653,1452703,1078803,891853,704903,331003,0,0,0,0,2078,3,1
Asia,India,India – West. Ghats,WG,mean,3159068,2930478,2722878,2460868,2200503,8617,54280,37390,71170,54280,2.2,1657703,1386303,1114903,572103,300703,29303,0,0,0,0,0,2060,3,2
Asia,India,India – West. Ghats,WG,high,3159068,2930478,2722878,2460868,2200503,8617,54280,37390,71170,71170,3,1488803,1132953,777103,65403,0,0,0,0,0,0,0,2050,3,3
Asia,Indonesia,Indonesia,IDN,low,141244075,134714299,127698859,121333147,116317384,144519,1215436,932180,1498693,932180,0.8,106995584,102334684,97673784,88351984,83691084,79030184,69708384,60386584,55725684,51064784,41742984,2144,3,1
Asia,Indonesia,Indonesia,IDN,mean,141244075,134714299,127698859,121333147,116317384,144519,1215436,932180,1498693,1215436,1,104163024,98085844,92008664,79854304,73777124,67699944,55545584,43391224,37314044,31236864,19082504,2115,3,2
Asia,Indonesia,Indonesia,IDN,high,141244075,134714299,127698859,121333147,116317384,144519,1215436,932180,1498693,1498693,1.2,101330454,93836989,86343524,71356594,63863129,56369664,41382734,26395804,18902339,11408874,0,2097,3,3
Asia,Laos,Laos,LAO,low,11937411,10843570,9861627,9039429,8253784,12893,163537,138267,188807,138267,1.5,6871114,6179779,5488444,4105774,3414439,2723104,1340434,0,0,0,0,2079,3,1
Asia,Laos,Laos,LAO,mean,11937411,10843570,9861627,9039429,8253784,12893,163537,138267,188807,163537,1.8,6618414,5800729,4983044,3347674,2529989,1712304,76934,0,0,0,0,2070,3,2
Asia,Laos,Laos,LAO,high,11937411,10843570,9861627,9039429,8253784,12893,163537,138267,188807,188807,2.1,6365714,5421679,4477644,2589574,1645539,701504,0,0,0,0,0,2063,3,3
Asia,Malaysia,Malaysia,MYS,low,25988566,24250563,22531945,20991138,20114506,25448,269268,219391,319146,219391,1,17920596,16823641,15726686,13532776,12435821,11338866,9144956,6951046,5854091,4757136,2563226,2111,3,1
Asia,Malaysia,Malaysia,MYS,mean,25988566,24250563,22531945,20991138,20114506,25448,269268,219391,319146,269268,1.3,17421826,16075486,14729146,12036466,10690126,9343786,6651106,3958426,2612086,1265746,0,2094,3,2
Asia,Malaysia,Malaysia,MYS,high,25988566,24250563,22531945,20991138,20114506,25448,269268,219391,319146,319146,1.5,16923046,15327316,13731586,10540126,8944396,7348666,4157206,965746,0,0,0,2083,3,3
Asia,Myanmar,Myanmar,MMR,low,18734733,17092800,15639449,14431336,13647894,22143,219704,176304,263105,176304,1.2,11884854,11003334,10121814,8358774,7477254,6595734,4832694,3069654,2188134,1306614,0,2097,3,1
Asia,Myanmar,Myanmar,MMR,mean,18734733,17092800,15639449,14431336,13647894,22143,219704,176304,263105,219704,1.5,11450854,10352334,9253814,7056774,5958254,4859734,2662694,465654,0,0,0,2082,3,2
Asia,Myanmar,Myanmar,MMR,high,18734733,17092800,15639449,14431336,13647894,22143,219704,176304,263105,263105,1.8,11016844,9701319,8385794,5754744,4439219,3123694,492644,0,0,0,0,2071,3,3
Asia,New Caledonia,New Caledonia,NCL,low,905048,896387,882999,868974,852688,449,3246,2365,4126,2365,0.3,829038,817213,805388,781738,769913,758088,734438,710788,698963,687138,663488,2380,3,1
Asia,New Caledonia,New Caledonia,NCL,mean,905048,896387,882999,868974,852688,449,3246,2365,4126,3246,0.4,820228,803998,787768,755308,739078,722848,690388,657928,641698,625468,593008,2282,3,2
Asia,New Caledonia,New Caledonia,NCL,high,905048,896387,882999,868974,852688,449,3246,2365,4126,4126,0.5,811428,790798,770168,728908,708278,687648,646388,605128,584498,563868,522608,2226,3,3
Asia,Papua New Guinea,Papua New Guinea,PNG,low,40631911,40122267,39910047,39631637,39233011,13769,67637,40650,94624,40650,0.1,38826511,38623261,38420011,38013511,37810261,37607011,37200511,36794011,36590761,36387511,35981011,2985,3,1
Asia,Papua New Guinea,Papua New Guinea,PNG,mean,40631911,40122267,39910047,39631637,39233011,13769,67637,40650,94624,67637,0.2,38556641,38218456,37880271,37203901,36865716,36527531,35851161,35174791,34836606,34498421,33822051,2600,3,2
Asia,Papua New Guinea,Papua New Guinea,PNG,high,40631911,40122267,39910047,39631637,39233011,13769,67637,40650,94624,94624,0.2,38286771,37813651,37340531,36394291,35921171,35448051,34501811,33555571,33082451,32609331,31663091,2434,3,3
Asia,Philippines,Philippines,PHL,low,14960306,14316496,13822210,13271615,12707264,24654,104898,56575,153220,56575,0.4,12141514,11858639,11575764,11010014,10727139,10444264,9878514,9312764,9029889,8747014,8181264,2244,3,1
Asia,Philippines,Philippines,PHL,mean,14960306,14316496,13822210,13271615,12707264,24654,104898,56575,153220,104898,0.8,11658284,11133794,10609304,9560324,9035834,8511344,7462364,6413384,5888894,5364404,4315424,2141,3,2
Asia,Philippines,Philippines,PHL,high,14960306,14316496,13822210,13271615,12707264,24654,104898,56575,153220,153220,1.2,11175064,10408964,9642864,8110664,7344564,6578464,5046264,3514064,2747964,1981864,449664,2102,3,3
Asia,Singapore,Singapore,SGP,low,16809,15833,15303,14468,13571,34,173,107,239,107,0.7,12501,11966,11431,10361,9826,9291,8221,7151,6616,6081,5011,2146,3,1
Asia,Singapore,Singapore,SGP,mean,16809,15833,15303,14468,13571,34,173,107,239,173,1.2,11841,10976,10111,8381,7516,6651,4921,3191,2326,1461,0,2098,3,2
Asia,Singapore,Singapore,SGP,high,16809,15833,15303,14468,13571,34,173,107,239,239,1.7,11181,9986,8791,6401,5206,4011,1621,0,0,0,0,2076,3,3
Asia,Solomon Isl.,Solomon Isl.,SLB,low,2762933,2761361,2759216,2753056,2738168,464,1872,962,2781,962,0,2728548,2723738,2718928,2709308,2704498,2699688,2690068,2680448,2675638,2670828,2661208,4866,3,1
Asia,Solomon Isl.,Solomon Isl.,SLB,mean,2762933,2761361,2759216,2753056,2738168,464,1872,962,2781,1872,0.1,2719448,2710088,2700728,2682008,2672648,2663288,2644568,2625848,2616488,2607128,2588408,3482,3,2
Asia,Solomon Isl.,Solomon Isl.,SLB,high,2762933,2761361,2759216,2753056,2738168,464,1872,962,2781,2781,0.1,2710358,2696453,2682548,2654738,2640833,2626928,2599118,2571308,2557403,2543498,2515688,3004,3,3
Asia,Sri Lanka,Sri Lanka,LKA,low,2114328,1895920,1752648,1646654,1575628,3767,21152,13767,28536,13767,0.8,1437958,1369123,1300288,1162618,1093783,1024948,887278,749608,680773,611938,474268,2134,3,1
Asia,Sri Lanka,Sri Lanka,LKA,mean,2114328,1895920,1752648,1646654,1575628,3767,21152,13767,28536,21152,1.3,1364108,1258348,1152588,941068,835308,729548,518028,306508,200748,94988,0,2094,3,2
Asia,Sri Lanka,Sri Lanka,LKA,high,2114328,1895920,1752648,1646654,1575628,3767,21152,13767,28536,28536,1.8,1290268,1147588,1004908,719548,576868,434188,148828,0,0,0,0,2075,3,3
Asia,Thailand,Thailand,THA,low,7316752,6836910,6409676,6100640,5811122,9981,60742,41180,80305,41180,0.7,5399322,5193422,4987522,4575722,4369822,4163922,3752122,3340322,3134422,2928522,2516722,2161,3,1
Asia,Thailand,Thailand,THA,mean,7316752,6836910,6409676,6100640,5811122,9981,60742,41180,80305,60742,1,5203702,4899992,4596282,3988862,3685152,3381442,2774022,2166602,1862892,1559182,951762,2115,3,2
Asia,Thailand,Thailand,THA,high,7316752,6836910,6409676,6100640,5811122,9981,60742,41180,80305,80305,1.3,5008072,4606547,4205022,3401972,3000447,2598922,1795872,992822,591297,189772,0,2092,3,3
Asia,Timor-Leste,Timor-Leste,TLS,low,133922,105710,89910,81292,75244,600,1957,781,3134,781,0.9,67434,63529,59624,51814,47909,44004,36194,28384,24479,20574,12764,2116,3,1
Asia,Timor-Leste,Timor-Leste,TLS,mean,133922,105710,89910,81292,75244,600,1957,781,3134,1957,2.4,55674,45889,36104,16534,6749,0,0,0,0,0,0,2058,3,2
Asia,Timor-Leste,Timor-Leste,TLS,high,133922,105710,89910,81292,75244,600,1957,781,3134,3134,4.2,43904,28234,12564,0,0,0,0,0,0,0,0,2044,3,3
Asia,Vanuatu,Vanuatu,VUT,low,1158704,1158364,1158339,1157298,1149824,246,700,217,1183,217,0,1147654,1146569,1145484,1143314,1142229,1141144,1138974,1136804,1135719,1134634,1132464,7318,3,1
Asia,Vanuatu,Vanuatu,VUT,mean,1158704,1158364,1158339,1157298,1149824,246,700,217,1183,700,0.1,1142824,1139324,1135824,1128824,1125324,1121824,1114824,1107824,1104324,1100824,1093824,3662,3,2
Asia,Vanuatu,Vanuatu,VUT,high,1158704,1158364,1158339,1157298,1149824,246,700,217,1183,1183,0.1,1137994,1132079,1126164,1114334,1108419,1102504,1090674,1078844,1072929,1067014,1055184,2991,3,3
Asia,Vietnam,Vietnam,VNM,low,11003880,9856135,8814250,8090450,7528100,13314,134541,108445,160637,108445,1.3,6443650,5901425,5359200,4274750,3732525,3190300,2105850,1021400,479175,0,0,2089,3,1
Asia,Vietnam,Vietnam,VNM,mean,11003880,9856135,8814250,8090450,7528100,13314,134541,108445,160637,134541,1.6,6182690,5509985,4837280,3491870,2819165,2146460,801050,0,0,0,0,2075,3,2
Asia,Vietnam,Vietnam,VNM,high,11003880,9856135,8814250,8090450,7528100,13314,134541,108445,160637,160637,2,5921730,5118545,4315360,2708990,1905805,1102620,0,0,0,0,0,2066,3,3
